ID,Tweet,Sentiment Polarity
310,bjp wale bunglow chori tuti wale nikla sabk ach aayeng,positive
25544,shak kahe afghani afghani rehega usk bad ko pakistan parlement mein bahat,negative
2454,akun busukpemuja dajjal inilah gaya komunisyg bener salahkan salah benarkan,neutral
27250,mahina nahi phir shuru gay apna muh band nahi rakh sakt,neutral
4719,nirupam rassi gayi lekin abhi nahi gaya mein sale congressi mera panja chuka,negative
40224,kutt bach beef sari duniya log rahe hain baap sahi aulad roko garibon mar,neutral
15424,entertain bsdk neend nahi rahi khud funni mant na maanta nahi maanta,negative
33995,chakravarti samrat maharaja dhiraj rajeshwar veer siromani shahanshah azam maa bharti lade saput maa hiraben,positive
4582,great afridi aapko pata mein subh aapko tweet kay thi seen tweet,positive
22726,bkl di mat likh karo pleas fuck,negative
43716,iski yahi gyan brahmand,negative
4707,uska bahut kuch nikaln readi rehta wais ye readi love hate,positive
16942,dimpl bhi joke marn lkin rahul gandhi jais nahi hissa paogi,neutral
39040,choro haramkhoro alawa kisi nahi keht hindustan gaat pakistan,negative
40812,vibhor bata dungi kidhar likha,neutral
36694,predict inan isko deta kidhar mila final releas,neutral
27177,queen pass bhikhari team pakistan nahi bhatak raha,negative
25537,bhi sang bhaiya wow look nice jodi made heaven,positive
40708,maza har hansaat raho hamesha jeet jana kamal thodi verdict,neutral
35060,muslim goli mar diya cow name mar kya bjp kahi badnam karn saji nahi,neutral
32903,ji world largest bharat rescu eas poor famili pain,neutral
16888,sister secur imran na nahi mangi usey gayi although mahatir bigger leader,neutral
3312,thore wish best best sir namaskar,neutral
16088,rahul gandhi lost amethi priyanka gandhi fail brahmastra suppos congress,neutral
8228,isliy dear izzat releas karv diya darpok action kuch nahi sakt ba,negative
17879,kuch acha chal hota khud log apna bigad kart samay kharab chal kitna,neutral
23998,techno ruhez bhaiya mein phone liya kaisa black shark mein support kaisa karega,neutral
27165,give best directli proport parent happi aapki zindagi jaihind hona constant,positive
358,nahi chhodna chahe kyunki agar congress mukt bharat lena inka congress adhyachh hona jaruri,neutral
22541,shut fuck upptodkdkd,negative
9545,miss kill,neutral
24818,charsii uff buttni aapko mni kal kaha na log mji tang rhi thoray like leni leay,neutral
4945,miss olic miss conceptul miss samaj,neutral
42504,suwar aulad british media tujh bahut chinta rahi jitna india harami banta loota,negative
17641,bahuduy modi media nahin desh media sach dekhti jais bhaduy nahin dekh sakt aankh,negative
24615,opposit apna spokesperson nahi bhej raha hindu musalman kais kareng,negative
16805,fluffyguy suraj arman log khan,neutral
26845,feyn thank feedback realli appreci,neutral
12750,badshah wolverin bechar zakham nahi bhole screen houseful,neutral
25235,shahid afridi pakistan super leagu much better indian premier leagu dhoni hamar yaha,positive
29547,bhi nahi sala,neutral
2049,mayb listen countri music pop genr dont hear,negative
1837,na bhult khuda na unhko hume allah gift mile unko bhuln wali galiya chor aay pich,neutral
24723,rana ayyun kutta ais ghatiya kutt suwar fansi honi chahiy ghatiya baat faila duni,negative
15953,baap baap hota chahiy chor na kesi yaad na wohi baap apni chief mani,neutral
20627,person continu captur may heart wink park hun happi birthday happyjihoonday,positive
916,ayena dikhaya dagh charu ji bura laga samna hit love pak armi,neutral
26565,adraniy narendramodi rajnathsingh bjp india amitshah jeet hardik subhkamnay,positive
21529,pagla gaya baba maa baap jagah bach gunehgar bata modi,negative
2872,desi parent keep discourag relationship opposit gender life shaadi aag jay poocht,negative
24365,girl talk girl tune aman chutiya kita girl girl kyu girl,neutral
3071,rahul bohot bhole bohot sachch gandhiji tarha pure hindustan base pm,neutral
15865,patrag madechod itoha delh desh ghuspathiy halala wala desh nahi ammi,negative
33665,rashid sala chutia tere ghar mein maa behen nahi,negative
16835,fuck tamil naksal paida gaya,negative
16553,rehn reason proud stuck would grind level better,positive
29854,pro indian hajarat bughazzay pak fauj daikh khawaheshaat lambe list dafa nahi likha,negative
33355,sab loksabha chunav jeet bahut bahut badhai request pleas instruct expedit,positive
15458,dear cheif minist electr last hr aay baar vote mangn,negative
26909,thefilm bhi love bhi,positive
23785,pmo good morn modi banti log facbook unk liy raat lage rahe modi,positive
20239,thank memori jose antonio rey never forget,positive
24757,shit peopl bail bjp wala inka bail karn na pay,negative
14371,channel great kalank form rajdeep sardi,negative
29019,happi birthday dear friend allah bless everi life allah pak aapko time smile,positive
14235,mere samn bolo boln layak nahi samj boln himmat nahi hoti block dete,neutral
1421,samaj nahi araha kyun halat sudhar nahi raha kyun karywahi nahi rahi road,positive
15185,matlab mant takay bjp cell dall part,negative
40911,inshallah jail rhi chor bacha,negative
22387,bayi song name bata,neutral
25930,jaihind dusro liy khda khodta khud usm girta parti kisi nahi hoti alka lamba,neutral
24352,ghayal saanp jyada khatarnak hota bjp serious ink network jism kuch media hain,neutral
15794,nahi nahi nahi hargiz nahi pass jane pehl mein aisa sochta zarur jana,positive
28765,lambi race ghode section,positive
18322,nostalg memori doordarshan snake ladder antakshari chittar holiday nainit phantom sweet ciga,positive
26778,happi birthday happi diwali go light diya celebr,positive
39837,baat sirf itni sahab pehl milk pm bant pm sare,positive
38142,ba news dekht dekht galti click delet baar delet hote hote gaya tweet,neutral
4271,bhi world cup text match sabs bore lowest score world cup,negative
32757,mrng wish happi apara ekadashi ekadashi consid bodi mind purifi,neutral
24709,vicki kaushal back sare jahan acha,neutral
34465,thank love weekend episod tkss shall keep best entertain,positive
24340,thank alway make time young one true gent gael fantast role model,positive
347,sale today nxttakeoverxxv entranc mask qualiti nice even back side come soon,positive
17546,chuth bjp kill sikh must mental unstabl,negative
12365,allah pak kamyabi farmay lekin middl exam nahi gay howay,negative
25365,sun kodi insan maa tera karti dhanda baap tugh nahi pais kamin chkr,negative
22181,mohsin pakistan abdul qadar love abdul qadar himmat lagan bahaduri qabiliyat salam,positive
12643,illiter bhakto saza pure india milegi jinki khud degre fake educ depart sambhaleg,negative
41845,bhi jonni sin bhi,positive
15570,bangal north east gaaon mein jake dekh illeg muslim immigr treat hindu bandar jais nicha bandh,negative
461,bilkul abdullah zarur krungi allah khair karn wala jazakallah,neutral
34145,film aapko rote rote hasayega hast hast rulayega watch firangi soney max tomorrow pm,positive
38207,love armi decid head tumblr revolt letsgoooo purpl mfkerssss,positive
44123,lol pakistan know grow terror,negative
6949,pata nahi coupl kesi jati hain hamsi dosti nahi karti,neutral
35465,chutiy teri gaand lag gayi na bharw modi gaya bhukha nahi marega,negative
15339,rathe apn pappu degre pata pehl thappad havard fail padha,negative
17240,world cup suwagat tayyariya karo pakistaniyo inshallah,neutral
33168,goraya wohi bharwa haina kutta kuti nasal harami gustaakh likh lanat teri pedaish,negative
14532,good morn rockstar papa plz bless sewa sumiran parmarth bakh,neutral
18230,absolut love new song kabirsingh tujh kitna chahn lage hit right note shahidka,positive
1397,rohatgi jais logo desh kafi zaroorat aapk pass adhik gyan mujh lagta aapko de,positive
15131,isk pass kapd nahi star kehti apn aapko itna kharch kya,neutral
942,good morn pata thank new pl bless sewa sumiran parmarth bakso,neutral
27985,dinesh bhaiya jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad jinda,positive
22195,reason mata din attend oath ceremoni,neutral
31536,true sell acr vehicl dimag nahi sakt log,neutral
16114,yeh that tru islo get crowd,neutral
21284,na lekin sath sahi banday pikar troll deti mni na hosh thinkani,negative
19512,dash dabangg girl sonakshi sinha wish happi birthday god bless,positive
39619,caption tere jais macchar bohot dekh nice sir biggest fan,positive
24123,patrag sale na chunav jati log tumko behen laudu bata rahe,negative
25955,miss countri need peopl like pray good health apn maa ban,positive
24169,rathe gandu bhi ji angrejo bharat chodo desn tumko pehchanliya dhruv rathi,negative
37079,camila wayda thank let know,neutral
17941,love bhaijaan father bharat iambharat best pic entir promot mashaallah,neutral
32654,feel realli good kafi dino contest khel jeet,positive
15100,mujh samajh nahi ata karykarta unk netritva visvash rakht hain vipa,neutral
18046,thank good wish,positive
28645,gadkari ji hind ji bharat sir congratul next achiev gurugram delhi liy daili nh,positive
30863,kangii pehni mard mat mard bano banj,negative
28424,sir congress walo kisano chutiya banaya uska kuch humar faisal mandi raat,negative
34273,still dont understand problem ppl accept jagan need,neutral
15017,hatsoff thalaivaa sure deserv nation award thiz career best act thiz ngkumar,positive
28621,offici india languag class teacher lesson vampz nice hindi aaps milkar acha laga,positive
27311,china kaafir agar waha boln himmat nahi india na bole kaayd,negative
45106,sahi baat hindu shaid kare apman karn wale ektarafa vote diya terror excus,neutral
6624,tumhar malik stifa diya manzoor nahi jant chor kon lekin itna jhuth,negative
1294,omg arsal love sahana aunti favorit cuti laddoo,positive
30845,ji shri maa durga usher grace give strength power serv,positive
30492,judg media ahtesab kare hamesha politician qurbani bakra ban,neutral
27186,congress nahi netaji subhaschandra boshveer savarkar jais neta desh azadi dilayi,neutral
4768,yell fuuckk ypuu fuck bet aag fucicjjsj dont dj nutz,neutral
22922,modi aaps aapk jawan bahut inspir agar mujh mauka mila aaps milna,neutral
5984,happi happi birthday teamindia,positive
20545,mahi kafi acha talent mujh sikhna,positive
14940,yeh dead interact nahi krti,neutral
20591,respect lokpriya home minist meri taraf gahrai mubarakbad qabool karan hamari,positive
13886,sir bohot bohot mubarak umrah,positive
18045,barkha congratul hope minist,positive
21117,updat lafda hatega googl pay phone pay chalay jabrdasti apni khud halat lharab rahe,negative
37175,mein nahi kya bcoz select dress,neutral
3496,nahi nahi group liy nahi ba aaps guftugu hoti rahegi isi bahan,negative
28509,thank padman jaisi movi liy movi ladki dikhani chahiy ldkiya kyu,positive
17228,aapko bahut bahut badhaiyan hope hame traino,positive
26968,jay absolut step matter hope keep next season,positive
12942,jay pain anyway physic ruiz even match,neutral
22182,emoji deux awww name cat la well,neutral
39605,follow say interact tweet good humor follow back must follow say,positive
31535,good morn humara transport itna kharab khali bu hone bad rokt nahi,neutral
22060,urdu meray famili kafi qabil hain unki pakistan nahi,negative
41261,chup kuch jyada bolti tabh awam buri haraya elect,negative
6196,sm khar mubarak allah log jald humari sath mani,positive
19150,buddhi bhrast jati kabhi kabhi insan ahankar abhia gaya vinash hote nahi lag,positive
106,omer muhammadpti pakhtoon haqooq jang nahi punjab haqooq jung pak,negative
11855,mast bakra phusa windi bounc pak fun watch wivpak,neutral
18031,look good shirt love band cheez suit karti perfect,positive
42160,sara jahan dekh liya na mili mjhko baap jaisi khali mohabbat dearest baba pray god bless highest rank jannah,positive
7612,tyjh teri bhasha jawab diya sakta teri behen randi kothewali sakta,negative
43663,inidnan delhi hear janta nahi mera baap kon,positive
13225,flawzz sampl dala majak udaya gaya nahi dalni full video isliy,positive
42044,askstar great player ask belov sachin tendulkar miss sir,positive
42894,hello chalta happi wali good night sweet dream,positive
15834,apni websit dhang manag nahin sakt desh chalaog tumlog gobar ikattha karn,negative
27917,jhaka morn rohiniji god bless enjoy,positive
43172,today sahab jumma recommend recit hadi kaisa bless,positive
6835,kyu islam kisi marn izzat nahi muslim jaan dena janta lena nahi,negative
41929,sir request bengal manirul islam bjp bahar kijiea bjp bahut aadmi mera,neutral
10911,rasta sent god hear,neutral
12315,someth wrong apolog everytim friend usk vja na,neutral
4855,bjp invit hoga sir bjp jake,negative
30078,onesolutiontoeveryproblem ji tarah fake gand indian media dera sacha sauda khilaf fake propoganda fake,neutral
24842,hamar desh award bada panga kisi award chahiy famili khud bharat ratna,neutral
2277,aksebdkrak neta congress committe mateng sabhi member nay post mileg congress aag badt jivo,neutral
7328,media list nahi dekar galat kya media list lena public batana minist raha,negative
36778,ye ye rememb ad care action school time arr wah jaleb,neutral
15200,iron thing seen happen buhari win made human right campaign support keep silen,neutral
2614,bhaiya bjp jeet gay sabhi seat kahe khunna bse,neutral
5735,god dame bullshittt ka wasta lraya mulk bray bray,neutral
19888,wala lang talagang sens fashion tsaka wala ring common sens bakit nka pajama longsleev manamit,neutral
34658,mlagk kabhi aana mandur logo paseena dekhn ais walo paseena na dhikhawo shout ppl,neutral
3849,arreh itha sugharrr zarur dhundonga parent meet hogi band baja bajay,neutral
13461,sureshbabu plan work well falaknumada vishwaksen,neutral
3541,jaisa neta mera rajneeti ideal ji want ministri,neutral
17949,give time temporari ppl also mileston kyunki yaado sath zindagi jani hoti tmi,neutral
30510,congress walo hindustan swabhiman lena dena sirf kurshi pyas nehru gandhi famili,negative
44152,sir bjp west bengal dusra parti leader apna parti samil rahe logo,neutral
35332,burd board exam mein fail hone apni mummi reaction socho itn meri,neutral
29273,go super fun superdancerchapt thik saksham come togeth miss,neutral
126,hadd ladki pagal pagal arth mental disturb ranchi agra,negative
13577,first costar alway lucki gameov tamil trailer launch,neutral
16752,chutiy hogay sare media wale ink pass godi media rahegi na godi,negative
2442,congratul mansukhbhai mandaviya sahab modi mantri mandal shamil hone liy,neutral
6946,tujh jais mere amit mareng khud mera hoya khauf,neutral
15051,isk sath kuch difficulti face karni hain unk bare mein btay formal dijiy,neutral
35613,madam thank much bohot garibo sark anay bhukh hatam hogi bohot,neutral
6767,bsdk band desh banta itna marunga bhul jayega saya sale sunni,negative
40323,madam presid apn kaam nahi chamchon pareshan room elect nahi,neutral
16085,mtlb mubarak apka pimpl,neutral
40096,mandir cow fake sakt koi meet khay pitog mandir pandit khud chicken,negative
7605,product fake hota duplic hota sandisk naam local market wala product bhejta,neutral
40676,ta motor convey driver pass arjun munda transport chalta hamar bjp minist,neutral
1911,gaya hear gautam buddha,neutral
22062,ghatiya insan muh kholo hindutva sale jais,negative
29465,mustafa read lagti khuda lagta true opinion,neutral
2112,sir rajasthan sari recruit process band kare berojgaro pareshan rahe,negative
19068,yeh joker parliament nahi jate that,negative
19595,badesaheb purey sardar kowm kalank chutiya dega estifa resign esi,negative
24197,na peen pani na khane kehna modi khud bachana vote diya hmne jitaya,negative
32378,friend bhul saturdaymotiv meme,positive
28222,sudirmancup japanvsindonesia difficult choic make sonoda endo watanab sonoda okuhara,neutral
34373,pak bounc back vri hard sign amir form scare rohit kholi,neutral
27358,hate kutta khansi cough lung get embarrass,neutral
15249,nahi gussa raha godi media boycott karn kaha,neutral
29231,kejriw sarkar dalali drama diya credibl lutayi entertain diya,neutral
38588,beshak hamar hyderabad phir usk bad hindustan shaan allah asad sab shat aisi shikayat duniya,positive
22487,rashid bhi ji color world cup color histori first round,neutral
29457,varuni aapki bodi move rahi apka nach raha wah salman shilpa last season,positive
6903,bucket wanna thank god allow next chapter life,positive
7097,nikhil happi birthday bhaiya best featur project,positive
26841,never follow cricket super cool analysi best player kholi done,positive
27278,smriti phir phir mantri bana sabhi dasvasiyo taraf abhinandan karta jaisa,positive
11954,pakistan jayega nahi bahut jald pakistan jarur jayega,neutral
6473,hospit paisa metro banan mein laga,neutral
32106,wonder aisa socheng aapk hisab kuch kare modi jimmedar iska matlab,positive
27867,desert nangay khailen nahi jaatein gay inki niyat nahi select sahi nahi,negative
14799,sarfarazahm massiv respect captain sarfraz wear nation dress world cup jeeto hero,positive
43059,kalau betul sayang support sehabi mampu kalau simpan duit halalkan simpankan skali bala,positive
23114,bad social media nazar gaaliyan dunga khan elawa wali wohe chor daku likh lanat,negative
20276,thank narend modiji phir desh kaman sambhaln liy humein asha,positive
17185,sarkar bharti clear nahi andolan liy sark,neutral
1965,rightwing itni bechar gussa jayaz frustrat soul,positive
36146,offl super maa,neutral
37446,arshad impass etni card edhr sala munh nahi bolta ha,neutral
2976,mein nay yogi maharaj sadar charan spersh maharaj kripa kare hamar,neutral
24414,late trader govt waiv kardi jinhon govt sath nahi diya return nahi submitt,neutral
18788,tatkal naam ralilway janta dhoka rahi pata nahi kon ticket nikal leta,neutral
35274,saal phone gaya hain feel better feel,neutral
1546,like bjp reason ideolog kaam kartha unko samman mitlha,positive
22641,lekin baap hindu privileg indian deshbhakt varna gaddar deshdrohi formula,neutral
17857,thegiftofeduc dera sacha sauda run free primari school poor,neutral
19466,happi birthday srinish aravind filmi duniya help line born,neutral
1213,damn sure opposit walo harkatein elect govern badnaam karn liy,negative
12871,madarch ba apni gaan tudwan wale kaam mat tere comment jald tere baap,negative
9622,hajaro saal dogli chal chal rahe apn baap samajht uska puvhhiyo apn baap dia,neutral
27125,fuck peopl smart convers mein chai mangn jaun kisi offend,neutral
7458,congratul sir pm kueshi mubarak sir mein aadmi jisn aapko aapki kueshi,positive
1724,best thirst quencher ramzan post sehr iftar pictur shareyourm telenor distr,positive
8001,congress nahi sabm sirf desh lootn budget kart rahe kya,negative
29367,ankush wahi jhat khujli khojan bhagta,negative
27485,salman abba expos doubl face opportunist katrina kaif face watch well done,neutral
15731,soul happi bday sister sohn satguru bless alway,positive
4936,bolega nahi badi tagdi team pakistan bunch joker,negative
22288,bahut bahut badhai pradhan mantri new india banan mein aapk mantralaya bhau,positive
24607,great word korean mean hindi mean eat basic wanna life,neutral
25327,modi gulam biki muslim khelna layak nahi hussaini nasal nawasa,neutral
14090,sant bali bakra chuke jake nach ganga start,negative
4439,honesti koti koti naman,neutral
17763,bsdk halala aulad nanga kare marunga,negative
4700,suttybaz ajeeb percentag nikal wais harami peopl,positive
28770,brownmochi awwwie love mochi,positive
27006,name mila fitri sari height weight aag favorit group singer band sign capricorn,neutral
36030,jhoot gaali galoch hindu muslim ashlil andh bhakt comment desh bhakti,positive
13581,aankd chodo buddh desh janta aankd dekhiy use pit nahi bhara apn baap,negative
44691,dragon quest favorit game seri see mani peopl shit friend includ hurt heart dude,neutral
33894,hurt anyon feel think missionari sex inher bore bad fuck ppl like,negative
37989,swear read daru instead daru,neutral
21297,isliy pappu jata wayanad padi bohot literaci udhar kerala mein isi qual,negative
25292,wicket love kya diya apnay pakvwi wehavewewil meninmaroon,positive
16223,news awaaz sare desh bashi pucho hame asha modi apka interview jariy,positive
27789,lol lol peopl lost faith chor kyunki khandan chor bhosari wale bail,negative
18835,thank much sir film star hota log mere comment social issu bana dete neta hota,neutral
24360,miss debat sambit sabs behtareen humour aapk samn nikalta h,positive
11365,shuru nahi kya dekhiy news dear acha hain,neutral
2015,papa thanku thanku soo much rehmat banan rkhyo sohn si,positive
40742,pata pl bless waha jana pl mere sath rehna waha meri rakhna plss mjhse,neutral
1756,parang lang nung bata,positive
3075,song muskil aajkal ach gaan,neutral
16716,incred fantast job hat amit daystobharat bharat,positive
6287,hamar desh rojgar nahi bhagao recruit nahi bara bara univers paper degre,negative
37088,sygt taget gummi stedet sejler vild fredag,neutral
37678,pata nahi mil fook notif bhezt wale,negative
22517,pass atom bomb hain pak armi hain jang apka afgha,neutral
41884,pakistan lootn walo allah jillat maut ishp ameen kahe,neutral
13812,maa akhir maa hoti kitna nalayak maa liy,negative
24213,pleas watch true face journal india shekhar gupta confess,neutral
32035,butcher muslim muslim nahi pata nahi kais apn logo atmghati hamlavar bana,negative
30556,janm laga ravan rupi narak bhejega isko lagta,negative
29029,chutiya drug peddl kart pakda gaya diwali christma chut gaya nahi,negative
7885,disappoint sir baar socha kuch apn kare dekha diya kuch,negative
28455,mr vadra twitter likhn kuch nahi hoga zameen student sath sangarsh bhagidaar,negative
1488,bhi chod bata rajneeti chodn wala agar tera malik rahul harta amethi,neutral
37875,realli gyan lol,neutral
26797,thakur bhi nalayak rahul khan gandhi pappu fail fail fail rahega ishko pass kare dekhiy jane,negative
38223,yahe kaha sarfraz fit hona chahiya galat kuch nahi,neutral
44851,ji shri priyanka amit shah new home minist,positive
24325,pm modi bjp adyaksh amit shah loktant sabs bade parv jeet bahut bahut,positive
8334,good morn sir rajit pratap etah district rehn wala desh pani killat jhoojh,neutral
15977,bhi suicid kare uska jimewar pm kitn gener categori log suicid kart,neutral
5085,ghatia baatein mat karo soch kejriw kais gaya jisko kuch nahi ata delhi barbad,negative
17024,team select tak nahi captain takk nahi player sare relo kate hafij imad shadab geniun batsman,neutral
3727,ladka ladki raazi mein hogi inki shaadi call friend pop corn watch epic live,positive
28743,good dabbu bhaiya time bhabhiji gave seriou takkar singl danc move came,neutral
28076,sarguru jinhon mujh janm diya unka sir garv uncha unki jholiyon mein,positive
44752,dil media bhakto jail rahi unko roti kais milegi kyu pareshan madamm,neutral
3649,subhaan allah sister advic would give make dua haya,neutral
2386,asit bhi kitni baar jitog,positive
28148,sir aapko bahut main lagi aapk biopic movi pm narendra modi serious bahut badiya vivek,positive
29326,harwar set kare chunav jata elect commiss pais khair bjp jitaya hardwar,neutral
8679,sooban besharmi baat jais log chor support karan jaison takleef,neutral
21946,hate lie mard hamesha pak daman naak pard paband larki khuwaesh hoti chahiy uski beparda,neutral
14193,good modi bharat mata ji ji hind ji bharat modi ghra,positive
32219,dhui pedaish teri baap kay hain pakistan teri baap banaya chez,negative
16586,queend wish happi birthday drashtidhami geet muskaan dillmillgayy,positive
38521,temperatur degre gaya nahi ruke plant ni lagaya samagh lagay saal bad hong summer,neutral
12078,saint rampal kabir sahab suprem god live satlok come four,positive
907,sala chutiya kala jaban aaya dekho shikayat karta rehta jais khud,negative
18140,modi aapko subramanium swami nahi banti sabs intellig leader aapk pure,positive
13441,janti nahi rate minu hona chahiy,neutral
1160,khan tums log freedom maang rahe jais pehna jais kehna sarfaraz apn,neutral
25820,worri takl bhadwa news continu lick forev,positive
1554,pakistan corrupt parti peopl parti zardari pakistan bhutto khandan,negative
19251,pli follow interact bomb tweet good humor follow back bahut acha follow,neutral
28250,percept realiti dear anek hota hath nahi,positive
24662,zeeshan come daystobharat thefilm wait bharat,neutral
41706,e final suitcas proud wish cat charm give everyon,positive
27486,wo bruh good,positive
13016,raja ni bhole vivekanand bhoolo america log unki speech kayal,neutral
6610,drop fav person tweetr mine raho meray liyah bandi best,neutral
39719,adarniy modi aapko dobara desh pradhan mantri banan bahut bahut mubarak aapki,positive
18418,year england underestim endgam sabs danger team,positive
18953,izzat zilat allah hath mein ji sari duniya mein izzat,neutral
31290,tarha damag rupe loot kosi hour last yr sajis diplomaci hide jati,neutral
18166,vote urban center like chennai coimbator good,neutral
353,murli noon care boycott world cup till nesamani recov attack krishnamurthi arrest,neutral
34536,india pata nahi classif diya,neutral
41436,mihir varna kya apni behen bheja mumbai sale bhosri chu,negative
18387,elect hota pm zarur bant chaddi sukhan alawa aandi tumn kuch kaam,negative
7305,dear sir vri vri congratul jate bahut khushi bahut bahut hardik shubhkamnay,positive
4325,dunia zindagi ajeeb peechey bhgti tums bhagta use bhgti tumhr,neutral
2021,anti ais post like nahi karega izzat ghat jayegi ba galtia dune tweet karn,negative
378,dear manak dont insult modi wrong deta kami rakhi unh tumh plane namak khayal rakho,neutral
28751,best privileg meet poll saal pehl,positive
41632,wo ho beaten serena absolut brilliant fantast perform,positive
19090,ha fine unbeliev concert,positive
8223,afwah inko patan wale hindu hain bjp,negative
5850,mirchi chal tune confirm krdia deta chal agar jhoot lanat tujh teri nasal,negative
27009,meshestori want give someth alway rememb dhoka mat dena,negative
27197,pura bhari twitter ais jama gaya jais upsc exam centr,neutral
14489,leav polit abhi nautanki band karo mard bano chudiya pehan,negative
28990,happi birthday hope wonder mani mani fill lot bt jhop,neutral
31563,he ilyt steph thank mutual retweet,positive
25600,main allah shukar aaps zada nahi nahi studi kya mera,positive
38722,hori aapki person hisab aapko hona chahiy drop name tell doctor hafiz quran,positive
5131,banday baat jhoot shuru hoti jhoot khatam hoti worst part everi indian believ,negative
14580,moment realiz respons happi take life happi come insi,positive
419,sir world cup middl order bat karn chanc mila time apka experi feel sachinopensagain,neutral
13234,ji shree mahdev amit shah home minist gaya jara bangal file,positive
17295,rememb icon iftari chines samos japani pakor sunochanda sunochanda,neutral
12565,hamesha khush rahiy shaad abaad rahiy muskurati rahiy sehatmand rahiy achi rahiy hame,positive
34564,grlnxtdoor singh kunki bjp chahe nahi,neutral
15636,sale harami tukd tukd urban naxalit kabhi jitn nahin dene harami teri jagah jail jaldi pahunchega,negative
8652,sonkala special spiritu special benefit special day,positive
30245,like even run metr even year old beat anyth,negative
26507,need firestick android devic video show amaz allow,neutral
11869,arey parveen pakistan choola nrc pakor lath mar bahar,negative
32092,bhej tere pass sab paida relat daystobharat,negative
34926,true favourt hamesha,positive
17414,aapko saboot sakta educ bahut kharab apn yaha mukhya pais teacher,neutral
30044,nahi congress jeet jeet chutiy logon kuch nahi sakta bete,negative
12792,indian muslim hope modi better speech encourag face palm,neutral
8952,miss mauka watch world cup chuka start sushilfin worldcupfev,neutral
3258,valuetim valuelif singh insan pujya guru keht insan samasya,neutral
7288,wah chutiy wah yahi umid latkhor sale laat sudhrog kaam dhayan,negative
44056,pleas checkout news super entertain promo dhe jodi jabardasthextra jabard,neutral
5935,tweeten gick lag grovt ha dog garv,neutral
9845,tere jais hutiya paida liy hote takk backchodi kar sikh pehl narendra modi,negative
38099,shri pranaw mukherji hatao meethayi keht shri narendra modi shri mukherji anubhawi byakti unka baat,positive
40971,thing divin power creator deiti jean shirt,positive
15621,dekh teri kayar pak fauj bhag tumhar soldier chod hass,negative
2607,toiletless suar medic visa beekh jawab nahi raha,neutral
8372,badhai sir umid sabka sath sabka vika tahat dh karamchariyo purani pansion,positive
24832,nair arr congress walon opposit walon utrog sadkon kuch opposit izzat rakho,negative
25400,sari wahi non veg khane itn sare item khane liy usko kaho na dimag,positive
2162,khush rehn dpsab jant nautanki iski govt bana jarurat padti tang kart,positive
32533,anoth tryyou trp tweet ji shree,positive
3320,papa great super duper papa dera sacha sauda sari sangat wais wais kais khane,neutral
36857,main sare dollar bech dene hain piano pan lene hain boycottdollar,negative
4722,congratul modi becom pm ji hind mere parivar taraf hardik subhkamnay,positive
43444,dekh sale namo wala madarchod border chod,negative
28576,ais ladegi congress sangh bjp har sabs bada reason soft hindutva,negative
26741,good morn pata pl bless sewa sumiran parmarth bakso inspirationofmillion,neutral
34350,baato akhri peen likho ni villen shivaniraw,neutral
22340,karya sirf savarkar naman karn purn nahi hoga professor sahab savarkar jais,neutral
23113,malik stat pichlay match bad bohot rhi thay nahi ayengay behtar imad khelta,neutral
10226,di kuch bacha nahi bhawan liy hain jish chor thappad marn,negative
12716,pehl pure pakistan atankwadi saaf imran maaf nahi apna ullu chaat,negative
15527,modi sahab namaskar aapk bare pata aapk hath desh bahut surakshit hamar desh naam,positive
10942,baji baat samjhain rupiya nahi sakta inti kharid nahi,neutral
17119,bollywood movi fake hero start stalk girl day fall love frien,negative
3612,start guy give like jeeto hero hume,positive
40445,expect someth disast madam ramzan kuch acha bulaya kare bura bolk,neutral
26949,chanda nibba tere liy duniya chor tujhp saan aak ruke mein tujhko kitna chahta hun kabhi,neutral
40596,maa khidmat karnewalo maidan hashar makam amaz short bayan maulana tariq jameel,neutral
28901,happi choic smile cri whatev allah eas congrat evryon,positive
22198,gloss dart hums fandom tri unit stand fandom laugh,neutral
7556,rashtrapati bhawan readi beauti welcom new team sun set backi,positive
21923,dukh hamain huva lekin dil best luck jeeto hero hamain pyar,positive
11781,modi plz saal kuch kaam lijiyega desh mein halat kharab rahe videshon apni pehchan,negative
29752,bakwa band kare odisha aak dekh dera singh kon pratap sarangi kon hain,neutral
1773,annoy good god like good god stupid passiv aggress bitch,neutral
23467,awwwie love queen,positive
20451,khan chalaog mata pata nahi chillat hain apni auladoon laat mar kare nikal dete hain,neutral
13052,gadhi aulad islam modi jane kuch farq ni padta islam faila faila,negative
42234,sir ajinkya rehn best option ni sakt,neutral
39711,modak gadh godhra baat karl tere jais nahi,neutral
28994,well beacon truth said ever karl rove conspiraci garbag hawker brit hume,positive
12558,bollywood garbag,neutral
24463,style warrior rehn chaman tujhs na payega jake vima,negative
14299,voic america band kya sara propaganda yahi raha,negative
28066,pakistan qarza dall mian moter girvi rakh jawab,neutral
22263,vodafon walo internet dekh nahi samajh vodafon supernet likh tasal dete khud,negative
36676,jhoot jhoot khula jhoot akal andha hona samajh lekin aankh hone,negative
24596,tumharay zardari sab half dubai kharida hamari paison,neutral
26986,reveng abbey goli maro lekin sali baar bachni ni chahiy nahi goli marn wale main mar dena,negative
